Genero;Vehiculo;Propiedad;Hijos;Ingresos_Anuales;Categoria_Ingresos;Nivel_Educacion;Estado Civil;Tipo_Vivienda;Edad;Empleo;Tamano_Familia;Estado
F;N;Y; - ; 450.000 ;Commercial associate;Higher education;Married;House / apartment;46;N; 2 ;6
F;N;Y; - ; 450.000 ;Commercial associate;Higher education;Married;House / apartment;46;N; 2 ;0
F;N;Y; - ; 90.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;42;N; 2 ;6
F;N;Y; - ; 90.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;42;N; 2 ;6
F;N;Y; - ; 90.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;42;N; 2 ;6
F;N;Y; - ; 90.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;42;N; 2 ;6
F;N;Y; - ; 90.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;42;N; 2 ;0
F;N;Y; - ; 90.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;42;N; 2 ;0
F;Y;Y; - ; 225.000 ;Working;Higher education;Married;House / apartment;46;N; 2 ;6
F;Y;Y; - ; 225.000 ;Working;Higher education;Married;House / apartment;46;N; 2 ;6
F;Y;Y; - ; 225.000 ;Working;Higher education;Married;House / apartment;46;N; 2 ;6
F;Y;Y; - ; 225.000 ;Working;Higher education;Married;House / apartment;46;N; 2 ;0
F;Y;Y; - ; 225.000 ;Working;Higher education;Married;House / apartment;46;N; 2 ;0
F;N;N; - ; 135.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;57;N; 1 ;7
F;N;N; - ; 135.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;57;N; 1 ;0
F;N;N; - ; 135.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;57;N; 1 ;0
F;N;N; - ; 135.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;57;N; 1 ;6
F;N;N; - ; 135.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;57;N; 1 ;7
M;Y;Y; - ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;56;N; 2 ;6
M;Y;Y; - ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;56;N; 2 ;6
M;Y;Y; - ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;56;N; 2 ;6
M;Y;Y; - ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;56;N; 2 ;6
M;N;Y; - ; 193.500 ;Commercial associate;Incomplete higher;Single / not married;House / apartment;25;N; 1 ;0
M;N;Y; - ; 193.500 ;Commercial associate;Incomplete higher;Single / not married;House / apartment;25;N; 1 ;7
M;N;Y; - ; 193.500 ;Commercial associate;Incomplete higher;Single / not married;House / apartment;25;N; 1 ;7
F;N;Y; 1 ; 81.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;46;N; 3 ;6
F;N;Y; 1 ; 81.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;46;N; 3 ;7
F;N;Y; 1 ; 81.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;46;N; 3 ;0
M;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;House / apartment;64;N; 2 ;0
M;N;Y; 1 ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;6
M;N;Y; 1 ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;7
M;Y;N; 1 ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;24;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;24;N; 3 ;0
M;N;N; - ; 450.000 ;Working;Secondary / secondary special;Married;House / apartment;51;N; 2 ;7
F;Y;Y; 1 ; 270.000 ;Commercial associate;Higher education;Civil marriage;House / apartment;33;N; 3 ;6
F;Y;Y; 1 ; 270.000 ;Commercial associate;Higher education;Civil marriage;House / apartment;33;N; 3 ;7
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;59;Y; 2 ;6
F;N;Y; - ; 99.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;7
F;N;Y; - ; 99.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;6
F;N;Y; - ; 99.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;7
M;N;N; - ; 157.500 ;Working;Secondary / secondary special;Single / not married;Rented apartment;28;N; 1 ;6
M;N;N; - ; 157.500 ;Working;Secondary / secondary special;Single / not married;Rented apartment;28;N; 1 ;6
M;N;N; - ; 157.500 ;Working;Secondary / secondary special;Single / not married;Rented apartment;28;N; 1 ;6
F;Y;Y; - ; 112.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;7
F;Y;Y; - ; 112.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;Y;Y; - ; 112.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;55;N; 2 ;7
F;Y;Y; - ; 157.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;6
M;N;N; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
M;N;N; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
M;N;N; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;6
M;N;N; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
M;N;N; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;0
M;N;N; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
M;N;N; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
F;N;Y; - ; 112.500 ;State servant;Higher education;Civil marriage;With parents;25;N; 2 ;0
F;N;Y; - ; 112.500 ;State servant;Higher education;Civil marriage;With parents;25;N; 2 ;0
F;N;Y; - ; 112.500 ;State servant;Higher education;Civil marriage;With parents;25;N; 2 ;7
F;N;Y; - ; 112.500 ;State servant;Higher education;Civil marriage;With parents;25;N; 2 ;0
F;N;Y; - ; 112.500 ;State servant;Higher education;Civil marriage;With parents;25;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;0
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 2 ;6
M;Y;Y; 1 ; 225.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;41;N; 2 ;6
M;Y;Y; 1 ; 225.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;41;N; 2 ;6
M;Y;Y; 1 ; 225.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;41;N; 2 ;7
M;Y;Y; 1 ; 225.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;41;N; 2 ;6
M;N;N; 1 ; 225.000 ;Working;Higher education;Married;House / apartment;50;N; 3 ;6
M;N;N; 1 ; 225.000 ;Working;Higher education;Married;House / apartment;50;N; 3 ;6
M;N;Y; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 2 ;6
M;N;Y; 1 ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 3 ;0
M;N;Y; 1 ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 3 ;6
F;N;N; - ; 283.500 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;49;N; 2 ;7
F;N;N; - ; 283.500 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;49;N; 2 ;0
F;N;N; - ; 283.500 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;49;N; 2 ;0
F;N;N; - ; 283.500 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;49;N; 2 ;0
F;Y;Y; - ; 360.000 ;Pensioner;Secondary / secondary special;Married;Municipal apartment;64;Y; 2 ;6
F;Y;Y; - ; 360.000 ;Pensioner;Secondary / secondary special;Married;Municipal apartment;64;Y; 2 ;6
F;Y;Y; - ; 360.000 ;Pensioner;Secondary / secondary special;Married;Municipal apartment;64;Y; 2 ;6
F;Y;Y; - ; 360.000 ;Pensioner;Secondary / secondary special;Married;Municipal apartment;64;Y; 2 ;6
F;N;N; 2 ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 4 ;7
F;N;N; 2 ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 4 ;6
F;N;N; 2 ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 4 ;0
F;N;N; 2 ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 4 ;0
F;N;N; 2 ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 4 ;6
F;N;N; 2 ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 4 ;6
F;N;N; 2 ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 4 ;0
F;N;N; 2 ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 4 ;0
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;6
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;39;N; 2 ;0
M;Y;Y; - ; 450.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;0
M;Y;Y; - ; 450.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;0
M;Y;Y; - ; 450.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;0
M;Y;Y; - ; 450.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;1
M;Y;Y; - ; 450.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;0
M;Y;Y; - ; 450.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;0
M;Y;Y; - ; 450.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;7
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;6
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;0
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;6
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;6
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;6
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;0
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;6
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;6
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;6
M;N;Y; 1 ; 360.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;32;N; 3 ;6
M;N;Y; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;6
M;N;Y; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;6
M;N;Y; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;7
M;N;Y; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;6
M;N;Y; - ; 315.000 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;6
M;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;Co-op apartment;31;N; 2 ;0
M;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;Co-op apartment;31;N; 2 ;6
M;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;Co-op apartment;31;N; 2 ;6
M;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;Co-op apartment;31;N; 2 ;6
F;N;Y; 2 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 4 ;0
F;N;Y; 2 ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 4 ;0
M;N;Y; 2 ; 337.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;27;N; 4 ;6
M;N;Y; 2 ; 337.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;27;N; 4 ;0
M;Y;Y; 2 ; 450.000 ;Commercial associate;Higher education;Married;House / apartment;49;N; 4 ;6
M;Y;Y; 2 ; 450.000 ;Commercial associate;Higher education;Married;House / apartment;49;N; 4 ;6
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;51;N; 2 ;6
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;51;N; 2 ;7
M;Y;Y; - ; 225.000 ;Commercial associate;Secondary / secondary special;Separated;House / apartment;26;N; 1 ;7
F;Y;Y; 2 ; 202.500 ;Working;Higher education;Married;House / apartment;35;N; 4 ;0
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;0
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;6
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;6
F;N;N; - ; 90.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;6
F;N;N; - ; 76.500 ;Working;Higher education;Married;House / apartment;64;N; 2 ;7
F;N;Y; - ; 360.000 ;Commercial associate;Higher education;Civil marriage;House / apartment;49;N; 2 ;0
M;Y;Y; - ; 468.000 ;State servant;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
M;Y;Y; - ; 468.000 ;State servant;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;Y;Y; - ; 112.500 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;53;N; 1 ;6
F;Y;Y; - ; 112.500 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;53;N; 1 ;6
M;Y;Y; - ; 202.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;35;N; 2 ;7
M;Y;Y; - ; 202.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;35;N; 2 ;6
M;Y;Y; - ; 202.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;35;N; 2 ;7
M;Y;Y; - ; 157.500 ;State servant;Secondary / secondary special;Married;House / apartment;44;N; 2 ;7
M;Y;Y; - ; 157.500 ;State servant;Secondary / secondary special;Married;House / apartment;44;N; 2 ;7
M;Y;Y; - ; 157.500 ;State servant;Secondary / secondary special;Married;House / apartment;44;N; 2 ;7
M;Y;Y; - ; 157.500 ;State servant;Secondary / secondary special;Married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;27;N; 3 ;6
F;N;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;27;N; 3 ;6
F;N;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;27;N; 3 ;6
F;N;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;27;N; 3 ;6
F;N;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;27;N; 3 ;7
F;N;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;27;N; 3 ;6
F;N;Y; - ; 202.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;52;Y; 2 ;6
F;N;Y; - ; 202.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;52;Y; 2 ;6
F;N;Y; - ; 202.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;52;Y; 2 ;6
F;N;Y; - ; 202.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;52;Y; 2 ;0
F;N;Y; - ; 202.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;52;Y; 2 ;6
F;N;Y; - ; 202.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;52;Y; 2 ;6
F;N;Y; - ; 202.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;52;Y; 2 ;0
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;58;Y; 2 ;6
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;58;Y; 2 ;6
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;58;Y; 2 ;0
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;58;Y; 2 ;7
F;Y;Y; - ; 270.000 ;State servant;Higher education;Married;House / apartment;45;N; 2 ;0
F;Y;Y; - ; 270.000 ;State servant;Higher education;Married;House / apartment;45;N; 2 ;0
F;Y;Y; - ; 270.000 ;State servant;Higher education;Married;House / apartment;45;N; 2 ;6
F;Y;Y; - ; 270.000 ;State servant;Higher education;Married;House / apartment;45;N; 2 ;6
F;Y;Y; - ; 270.000 ;State servant;Higher education;Married;House / apartment;45;N; 2 ;0
M;Y;Y; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;54;N; 4 ;6
M;Y;Y; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;54;N; 4 ;6
F;N;Y; - ; 225.000 ;State servant;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;N;Y; - ; 225.000 ;State servant;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;N;Y; - ; 225.000 ;State servant;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;N;Y; - ; 270.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;50;Y; 2 ;7
F;N;Y; - ; 270.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;50;Y; 2 ;7
F;N;N; - ; 171.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;54;N; 1 ;7
F;N;N; - ; 171.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;54;N; 1 ;7
F;N;N; - ; 171.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;54;N; 1 ;0
F;N;N; - ; 171.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;54;N; 1 ;7
F;Y;N; - ; 180.000 ;Working;Higher education;Married;Municipal apartment;49;N; 2 ;6
F;Y;N; - ; 180.000 ;Working;Higher education;Married;Municipal apartment;49;N; 2 ;6
F;Y;N; - ; 180.000 ;Working;Higher education;Married;Municipal apartment;49;N; 2 ;6
F;Y;N; - ; 180.000 ;Working;Higher education;Married;Municipal apartment;49;N; 2 ;6
F;Y;N; - ; 180.000 ;Working;Higher education;Married;Municipal apartment;49;N; 2 ;6
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;0
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;0
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;7
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;0
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;6
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;7
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;7
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;0
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;7
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;0
F;N;N; 1 ; 99.000 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 3 ;6
M;N;Y; - ; 189.000 ;Commercial associate;Higher education;Single / not married;House / apartment;23;N; 1 ;0
M;N;Y; - ; 189.000 ;Commercial associate;Higher education;Single / not married;House / apartment;23;N; 1 ;0
F;N;N; - ; 97.650 ;Pensioner;Higher education;Separated;Municipal apartment;61;Y; 1 ;7
F;N;N; - ; 97.650 ;Pensioner;Higher education;Separated;Municipal apartment;61;Y; 1 ;7
F;N;N; - ; 97.650 ;Pensioner;Higher education;Separated;Municipal apartment;61;Y; 1 ;0
F;N;N; - ; 97.650 ;Pensioner;Higher education;Separated;Municipal apartment;61;Y; 1 ;0
F;N;N; - ; 97.650 ;Pensioner;Higher education;Separated;Municipal apartment;61;Y; 1 ;6
M;Y;N; 1 ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;33;N; 3 ;6
M;Y;N; 1 ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;33;N; 3 ;7
M;Y;N; 1 ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;33;N; 3 ;7
M;Y;N; 1 ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;33;N; 3 ;7
M;Y;N; 1 ; 360.000 ;Working;Secondary / secondary special;Married;House / apartment;33;N; 3 ;7
F;N;Y; 1 ; 162.000 ;State servant;Higher education;Civil marriage;House / apartment;42;N; 3 ;0
F;N;Y; 1 ; 162.000 ;State servant;Higher education;Civil marriage;House / apartment;42;N; 3 ;6
M;N;Y; 2 ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;42;N; 4 ;6
M;Y;Y; - ; 261.000 ;Working;Higher education;Single / not married;With parents;23;N; 1 ;6
M;Y;Y; - ; 360.000 ;Commercial associate;Higher education;Married;House / apartment;48;N; 2 ;7
M;Y;Y; - ; 360.000 ;Commercial associate;Higher education;Married;House / apartment;48;N; 2 ;6
M;Y;Y; - ; 360.000 ;Commercial associate;Higher education;Married;House / apartment;48;N; 2 ;7
M;Y;Y; - ; 360.000 ;Commercial associate;Higher education;Married;House / apartment;48;N; 2 ;0
M;Y;Y; - ; 360.000 ;Commercial associate;Higher education;Married;House / apartment;48;N; 2 ;6
M;Y;Y; - ; 360.000 ;Commercial associate;Higher education;Married;House / apartment;48;N; 2 ;0
F;N;Y; - ; 81.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;6
F;N;Y; - ; 81.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;6
F;N;Y; - ; 81.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;6
F;N;Y; - ; 81.000 ;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;27;N; 1 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;52;N; 2 ;7
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;52;N; 2 ;7
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;52;N; 2 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;52;N; 2 ;7
M;N;Y; 2 ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;46;N; 4 ;6
M;N;Y; 2 ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;46;N; 4 ;6
M;N;Y; 2 ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;46;N; 4 ;6
M;N;Y; 2 ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;46;N; 4 ;6
M;Y;Y; - ; 157.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;50;N; 2 ;6
M;Y;Y; - ; 157.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;28;N; 2 ;6
M;Y;Y; - ; 157.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;28;N; 2 ;0
M;Y;Y; - ; 157.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;28;N; 2 ;0
M;Y;Y; - ; 157.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;28;N; 2 ;0
M;Y;Y; - ; 157.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;28;N; 2 ;6
M;Y;Y; 1 ; 202.500 ;Commercial associate;Higher education;Married;House / apartment;24;N; 3 ;6
M;Y;Y; 1 ; 202.500 ;Commercial associate;Higher education;Married;House / apartment;24;N; 3 ;0
M;Y;Y; 1 ; 202.500 ;Commercial associate;Higher education;Married;House / apartment;24;N; 3 ;6
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;6
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;6
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;6
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;7
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;7
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;7
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;6
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;7
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;6
F;Y;N; 2 ; 180.000 ;Working;Higher education;Married;House / apartment;35;N; 4 ;0
M;Y;Y; 1 ; 202.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;33;N; 3 ;6
M;Y;Y; 1 ; 202.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;33;N; 3 ;6
M;Y;Y; 1 ; 202.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;33;N; 3 ;6
M;N;Y; 1 ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 3 ;6
M;N;Y; 1 ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 3 ;7
M;N;Y; 1 ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 3 ;7
M;N;Y; 1 ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 3 ;7
M;N;Y; 1 ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 3 ;7
M;N;Y; 1 ; 202.500 ;Working;Secondary / secondary special;Married;House / apartment;37;N; 3 ;7
F;N;Y; - ; 202.500 ;Pensioner;Higher education;Married;House / apartment;65;Y; 2 ;0
F;Y;Y; - ; 144.000 ;Pensioner;Secondary / secondary special;Widow;House / apartment;58;Y; 1 ;7
M;Y;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;5
M;Y;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;5
M;Y;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;1
M;Y;Y; 1 ; 112.500 ;Working;Secondary / secondary special;Married;House / apartment;45;N; 3 ;6
